Garanhão,Proprietário,Data de Produção (Embriovet),Origem Externa / Referência,Palhetas Produzidas,Qualidade (%),Motilidade (%),Concentração (milhões/mL),Dose inseminante (DI),Local Armazenagem,Certificado,Existência Atual,Observações
Embuçado,,2014-03-09,,70.0,,,,,"3 | 1, 1º andar | quadrante 4",,38,
Embuçado,,2014-03-11,,60.0,,,,,"3 | 1, 1º andar | quadrante 2",,48,
Embuçado,,2014-03-13,,40.0,,,,,"3 | 9, 1º andar | quadrante 2",,32,
Embuçado,,2014-03-15,,76.0,,,,,"3 | 9, 1º andar | quadrante 1",,40,
Embuçado,,2014-03-17,,39.0,,,,,"3 | 9, 1º andar | quadrante 3",,29,
Embuçado,,2014-03-21,,67.0,,,,,"3 | 10, 1º andar | quadrante 1",,61,
Embuçado,,2014-03-23,,50.0,,,,,"3 | 10, 1º andar | quadrante 4",,44,
Embuçado,,2014-03-25,,57.0,,,,,"3 | 10, 1º andar | quadrante 3",,35,
Embuçado,,2014-03-27,,56.0,,,,8,"3 | 10, 1º andar | quadrante 2",,54,
Embuçado,,2014-03-29,,64.0,,,,8,,,46,
Embuçado,,2014-03-30,,58.0,,,,8,,,27,
Embuçado,,2014-03-31,,44.0,,,,8,,,26,
Embuçado,,2014-04-01,,96.0,,,,8,,,84,
Embuçado,,2014-04-02,,45.0,,,,8,"3 | 9, 1º andar | quadrante 3",,41,
Embuçado,,2014-04-03,,36.0,,,,8,"3 | 9, 1º andar | quadrante 2",,31,
Embuçado,,2014-04-04,,68.0,,,,8,"3 | 9, 1º andar | quadrante 1",,66,
Embuçado,,2014-04-05,,43.0,,,,8,"3 | 9, 1º andar | quadrante 4",,17,
Embuçado,,2014-04-06,,82.0,,,,8,"3 | 9, 1º andar | quadrante 4",,58,
Embuçado,,2014-04-07,,71.0,,,,8,,,67,
Épico das Figueiras,,2019-10-03,,46.0,,,,6,"6 | 9, 1º andar | quadrante 4",,11,
Épico das Figueiras,,2019-10-07,,39.0,50.0,40.0,192.0,6,"3 | 7, 1º andar | quadrante 4",,5,
Épico das Figueiras,,2019-10-09,,38.0,65.0,60.0,274.0,6,"4 | 9, 2º andar | quadrante 1",,24,
Épico das Figueiras,,2019-10-11,,30.0,60.0,50.0,196.0,6,"4 | 9, 2º andar | quadrante 1",,19,
Épico das Figueiras,,2019-10-15,,37.0,,,,6,"4 | 9, 2º andar | quadrante 2",,16,
Épico das Figueiras,,2019-10-17,,57.0,70.0,65.0,297.0,6,"2 | 4, 2º andar | quadrante 4",,16,
Épico das Figueiras,,2019-10-22,,62.0,,,,6,"2 | 4, 2º andar | quadrante 3",,14,
Épico das Figueiras,,2019-10-29,,98.0,50.0,10.0,273.0,6,"2 | 9, 1º andar | quadrante 1, 4",,98,
Epicor,,2016-07-07,,55.0,,,,4,"2 | 5, 1º andar | quadrante 4",,51,
Epicor,,2016-07-09,,67.0,,,,4,"2 | 5, 1º andar | quadrante 1",,63,
Epicor,,2016-07-11,,62.0,63.0,31.0,202.0,4,"2 | 5, 1º andar | quadrante 2",,59,
Epicor,,2016-07-13,,82.0,70.0,40.0,126.0,4,"2 | 5, 1º andar | quadrante 3",,79,
Epicor,,2016-07-15,,50.0,70.0,35.0,140.0,4,"2 | 10, 2º andar | quadrante 3",,48,
Epicor,,2016-07-17,,65.0,,,,4,"2 | 10, 2º andar | quadrante 4",,65,
Equador,,2015-07-30,,115.0,20.0,15.0,212.0,8,"6 | 3, 2º andar | quadrante 1",,46,
Equador,,2015-08-04,,42.0,20.0,15.0,,8,"7 | 4, 1º andar | quadrante 1",,17,
Equador,,2015-08-05,,27.0,25.0,20.0,,8,,,3,
Escorial,,2017-12-23,,30.0,25.0,15.0,176.0,6,"4 | 4, 1º andar | quadrante 3",,29,
Escorial,,,escorial(manual),34.0,15.0,15.0,320.0,6,"5 | 1, 2º andar | hexagono",,20,
Escorial,,2013-12-29,,45.0,20.0,15.0,,6,,,6,
Escorial,,2019-10-29,,46.0,35.0,30.0,351.0,6,,,1,
Escorial,,2019-11-06,,23.0,25.0,20.0,,6,"7 | 6, 1º andar | hexagono",,9,
Escorial,,2021-04-13,,29.0,25.0,20.0,233.0,6,"1 | 3, 2º andar | quadrante 2",,29,
Escorial,,2021-04-14,,24.0,30.0,20.0,183.0,6,"8 | 2, 2º andar | quadrante 2",,16,
Escorial,,2021-04-16,,22.0,20.0,20.0,225.0,6,"8 | 6, 2º andar | gobelet",,4,
Escorial,,2021-04-17,,36.0,35.0,30.0,308.0,6,"7 | 7, 2º andar | quadrante 2",,20,
Escorial,,2021-04-18,,34.0,,,,6,"8 | 4, 1º andar | hexagono",,34,
Escorial,,2021-04-22,,10.0,30.0,30.0,241.0,6,9,,15,
Escorial,,2021-04-23,,23.0,30.0,25.0,332.0,6,"2 | 7, 2º andar | quadante 2",,12,
Escorial,,2021-04-24,,55.0,25.0,15.0,237.0,6,"9 | 3, 2º andar | quad 1",,19,
Escorial,,2021-04-25,,66.0,30.0,30.0,168.0,6,"9 | 3, 1º andar | quad 4",,19,
Escorial,,2014-01-02,,28.0,20.0,15.0,168.0,6,"7 | 10, 2º andar | quad 1",,28,
Escorial,,2014-01-05,,53.0,15.0,5.0,,6,"3 | 4, 2º andar | quad 4",,5,
Escorial,,2019-10-15,,48.0,35.0,30.0,284.0,6,"10 | 2, 2º andar | quad 3",,5,
Escorial,,2019-10-20,,46.0,25.0,15.0,420.0,6,"9 | 4, 2º andar | quad 4",,1,
Escorial,,2022-12-11,,51.0,35.0,30.0,384.0,6,,,30,
Escorial,,2019-11-14,,53.0,40.0,35.0,243.0,6,,,30,
Escorial,,,24.10.2019,58.0,,,,6,,,2,
Escorial,,,28.10.2019,39.0,,,,6,,,1,
Escorial,,,29.10.2019,30.0,,,,6,,,7,
Escorial,,,30.10.2019,60.0,,,,6,,,1,
Escorial,,,05.11.2019,61.0,,,,6,,,1,
Escorial,,,07.11.2019,50.0,,,,6,,,22,
Escorial,,,13.11.2019,36.0,,,,6,,,30,
Escorial,,,14.11.2019,48.0,,,,6,,,48,
Escorial,,,15.11.2019,39.0,,,,6,,,39,
Escorial,,,16.11.2019,35.0,,,,6,,,35,
Escorial,,,17.11.2019,51.0,,,,6,,,51,
Escorial,,,18.11.2019,66.0,,,,6,,,66,
Escorial,,,19.11.2019,40.0,,,,6,,,40,
Escorial,,,20.11.2019,55.0,,,,6,,,55,
Escorial,,2024-09-12,,37.0,,,,6,,,37,
Escorial,,2024-09-18,,49.0,,,,6,,,49,
Escorial,,2024-09-19,,28.0,,,,6,,,28,
Escorial,,2024-09-20,,39.0,,,,6,,,33,
Escorial,,2024-09-21,,33.0,,,,6,,,33,
Escorial,,2024-09-22,,29.0,,,,6,,,29,
Escorial,,2024-09-23,,41.0,,,,6,,,41,
Escorial,,2024-09-24,,20.0,,,,6,,,20,
Escorial,,2024-09-27,,45.0,,,,6,,,45,
Escorial,,2024-09-28,,47.0,,,,6,,,47,
Escorial,,2024-09-29,,38.0,,,,6,,,38,
Escorial,,2024-09-30,,45.0,,,,6,,,45,
Escorial,,2024-10-01,,69.0,,,,6,,,43,
Escorial,,2024-10-02,,82.0,,,,6,,,31,
Escorial,,2024-10-03,,62.0,,,,6,,,62,
Escorial,,2024-10-04,,59.0,,,,6,,,45,
Escorial,,2024-10-05,,70.0,,,,6,,,70,
Escorial,,2024-10-06,,68.0,,,,6,,,56,
Escorial,,2024-10-07,,52.0,,,,6,,,52,
Escorial,,2024-10-08,,51.0,,,,6,,,51,
Escorial,,2024-10-09,,58.0,,,,6,,,46,
Escorial,,2024-10-10,,57.0,,,,6,,,57,
Escorial,,2019-09-26,,82.0,,,,6,,,52,
Escorial,,2019-09-27,,39.0,,,,6,,,39,
Escorial,,2019-09-28,,51.0,,,,6,,,43,
Escorial,,2019-09-29,,44.0,,,,6,,,42,
Escorial,,2019-09-30,,50.0,,,,6,,,46,
Escorial,,2019-10-01,,39.0,,,,6,,,39,
Escorial,,2019-10-02,,33.0,,,,6,,,33,
Escorial,,2019-10-03,,37.0,,,,6,,,37,
Escorial,,2019-10-04,,35.0,,,,6,,,35,
Escorial,,2019-10-05,,41.0,,,,6,,,41,
Escorial,,2019-10-06,,48.0,,,,6,,,48,
Escorial,,2019-10-07,,29.0,,,,6,,,29,
Escorial,,2019-10-09,,33.0,,,,6,,,28,
Escorial,,2019-10-10,,36.0,,,,6,,,36,
Escorial,,2019-10-11,,32.0,,,,6,,,32,
Escorial,,2019-10-12,,26.0,,,,6,,,26,
Escorial,,2019-10-13,,24.0,,,,6,,,15,
Escorial,,2019-10-14,,20.0,,,,6,,,20,
Escorial,,2019-10-15,,30.0,,,,6,,,30,
Escorial,,2019-10-16,,21.0,,,,6,,,21,
Escorial,,,01.12.19,26.0,5.0,,180.0,6,,,26,
Escorial,,,02.12.19,52.0,50.0,40.0,113.0,6,5 | c3,,52,
Escorial,,,03.12.19,57.0,30.0,30.0,168.0,6,,,57,
Escorial,,,05.12.19,61.0,45.0,35.0,203.0,6,4 | 10,,61,
Escorial,,,06.12.19,87.0,45.0,35.0,201.0,6,2 | 9,,87,
Escorial,,,07.12.19,69.0,40.0,30.0,164.0,6,3 | 4,,69,
Escorial,,,08.12.19,64.0,45.0,35.0,245.0,6,9 | 4,,64,
Escorial,,,09.12.19,66.0,35.0,30.0,177.0,6,7 | 7,,66,
Escorial,,,10.12.19,57.0,40.0,30.0,201.0,6,9 | 1,,57,
Escorial LB,,,,490.0,,,,3,,,336,
Escorial LB,,,04.12.19,,,,,3,,,60,
Esporim,,2016-05-27,,56.0,55.0,45.0,,6,"3 | 3, 1º andar | quadrante 1",,56,
Esporim,,2016-05-30,,80.0,60.0,45.0,,6,"4 | 4, 1º andar | quadrante 2",,80,
Faquir das Lezirias,,,16/0/2024,37.0,30.0,,,8,,,37,
Faquir das Lezirias,,2024-06-30,,35.0,20.0,,,8,,,35,
Faquir das Lezirias,,2024-07-01,,33.0,25.0,,,8,,,33,
Faquir das Lezirias,,2024-07-02,,26.0,25.0,,,8,,,26,
Faquir das Lezirias,,2024-07-03,,67.0,,,,8,,,67,
Faquir das Lezirias,,2024-07-04,,38.0,15.0,,,8,,,38,
Faquir das Lezirias,,2024-07-05,,24.0,20.0,,,8,,,24,
Faquir das Lezirias,,2024-07-06,,51.0,,,,8,,,51,
Faquir das Lezirias,,2024-07-07,,36.0,30.0,,,8,,,36,
Faquir das Lezirias,,2024-07-08,,26.0,30.0,,,8,,,26,
Faquir das Lezirias,,2024-07-09,,56.0,,,,8,,,56,
Faquir das Lezirias,,2024-07-10,,54.0,20.0,,,8,,,54,
Faquir das Lezirias,,2024-07-11,,55.0,35.0,,,8,,,55,
Faquir das Lezirias,,2024-07-12,,53.0,,,,8,,,53,
Faraó,,2016-04-12,,85.0,35.0,30.0,180.0,8,"1 | 1, 1º andar | quadrante 4",,59,
Faraó,,2016-04-15,,80.0,35.0,30.0,240.0,8,"1 | 1, 1º andar | quadrante 3",,45,
Francesco,,2025-06-28,,60.0,60.0,,254.0,4,,,60,
Francesco,,2025-06-29,,35.0,60.0,,327.0,4,,,35,
Francesco,,2025-06-30,,51.0,50.0,,240.0,4,,,51,
Francesco,,2025-07-01,,56.0,50.0,,263.0,4,,,56,
Francesco,,2025-07-02,,49.0,50.0,,313.0,4,,,49,
Francesco,,2025-07-05,,64.0,60.0,,190.0,4,,,64,
Francesco,,2025-07-10,,38.0,55.0,,240.0,4,,,38,
Francesco,,2025-07-11,,13.0,50.0,,210.0,4,,,13,
Francesco,,2025-07-12,,51.0,50.0,,208.0,4,,,51,
Francesco,,2025-07-13,,55.0,50.0,,349.0,4,,,55,
Francesco,,2025-07-14,,18.0,40.0,,205.0,4,,,18,
Francesco,,2025-07-15,,58.0,60.0,,266.0,4,,,58,
Francesco,,2025-07-16,,32.0,,,,4,,,32,
Francesco,,2025-07-17,,28.0,,,,4,,,28,
Francesco,,2025-07-18,,48.0,35.0,,308.0,4,,,48,
Francesco,,,28/06/2025A,30.0,35.0,,382.0,4,,,30,
Francesco,,,18/07/2025A,35.0,40.0,,308.0,4,,,35,
Fidalgo,,2021-01-07,,34.0,,,,8,"2 | 7, 2º andar | quadrante 2",,19,
Fidalgo,,,18/21/2021,53.0,45.0,40.0,205.0,8,"2 | 9, 1º andar | quadrante 2",,53,
Fidalgo,,2021-01-19,,38.0,50.0,50.0,280.0,8,"8 | 4, 2º andar | quadrante 3",,34,
Fidalgo,,2021-01-20,,47.0,40.0,40.0,244.0,8,"8 | 4, 2º andar | quadrante 2",,43,
Fidalgo,,2021-01-21,,41.0,60.0,50.0,289.0,8,"8 | 1, 1º andar | quadrante 3",,37,
Fidalgo,,2021-01-22,,32.0,50.0,40.0,250.0,8,"8 | 1, 1º andar | quadrante 4",,28,
Fidalgo,,2021-01-23,,34.0,,,,8,"8 | 1, 1º andar | quadrante 2",,34,
Fidalgo,,2021-01-24,,38.0,,,,8,"8 | 2, 2º andar | quadrante 2",,38,
Fidalgo,,2021-01-25,,51.0,,,,8,"8 | 2, 2º andar | quadrante 3",,51,
Fidalgo,,2021-01-26,,40.0,,,,8,"8 | 2, 1º andar | quadrante 2",,40,
Fidalgo,,2021-01-27,,39.0,,,,8,"8 | 2, 1º andar | quadrante 1",,15,
Fidalgo,,,27/01/2021HC,43.0,,,,8,"8 | 1, 2º andar | quadrante 1",,43,
Fidalgo,,2021-01-28,,63.0,,,,8,"8 | 1, 2º andar | quadrante 2",,25,
Fidalgo,,2021-01-29,,46.0,,,,8,"8 | 1, 2º andar | quadrante 4",,18,
Fidalgo,,2021-01-31,,41.0,,,,8,"8 | 3, 2º andar | quadrante 2",,41,
Figura,,2023-07-13,,36.0,30.0,30.0,272.0,8,,,36,
Figura,,2023-07-14,,32.0,35.0,35.0,234.0,8,,,32,
Figura,,2023-07-15,,55.0,,,,,,,55,
Fogo D' Atela,,2017-12-17,,49.0,40.0,30.0,196.0,8,"1 | 6, 2º andar | quadrante 3",,24,
Fogo D' Atela,,2017-12-19,,45.0,35.0,30.0,170.0,8,"1 | 6, 2º andar | quadrante 2",,5,
Fogo D' Atela,,2017-12-21,,42.0,35.0,30.0,186.0,8,"1 | 6, 2º andar | quadrante 3",,8,
Fogo D' Atela,,2017-12-23,,49.0,35.0,25.0,212.0,8,"1 | 6, 2º andar | quadrante 4",,26,
Fogo D' Atela,,2017-12-26,,53.0,35.0,30.0,162.0,8,"1 | 6, 2º andar | 2 gobelets",,27,
Fogoso,,2020-07-01,,29.0,,,,6,"8 | 2, 2º andar | quadrante 3",,14,
Fogoso,,2020-07-11,,64.0,,,,6,"10 | 1, 1º andar | quad 3",,44,
Fogoso,,2020-07-14,,60.0,,,,6,,,21,
Fogoso,,2020-07-15,,40.0,,,,6,"8 | 3, 2º andar | quad 2",,35,
Fogoso,,2020-07-17,,69.0,,,,6,"10 | 6, 1º andar | quad 4",,19,
Fogoso,,2020-06-17,,70.0,40.0,35.0,,6,"2 | 10, 1º andar | quadrante 1",,50,
Fogoso,,2020-06-25,,43.0,50.0,35.0,244.0,6,"7 | 4, 2º andar | quadrante2",,29,
Fogoso,,2020-06-26,,10.0,50.0,40.0,100.0,6,"7 | 10, 2º andar | quadrante 3",,10,
Fogoso,,2024-01-09,,100.0,40.0,30.0,318.0,6,,,100,
Fogoso,,2024-01-10,,78.0,70.0,60.0,255.0,6,,,72,
Fogoso,,2024-01-20,,70.0,70.0,65.0,314.0,6,,,70,
Fogoso,,2024-01-21,,74.0,70.0,60.0,206.0,6,,,74,
Fogoso,,2024-01-22,,81.0,60.0,55.0,285.0,6,,,81,
Fogoso,,2024-01-23,,93.0,50.0,45.0,315.0,6,,,81,
Fogoso,,2024-01-24,,64.0,40.0,30.0,255.0,6,,,64,
Fogoso,,2024-01-25,,67.0,70.0,60.0,152.0,6,,,55,
Fogoso,,2024-01-26,,72.0,70.0,60.0,227.0,6,,,72,
Fogoso,,2024-01-27,,67.0,70.0,65.0,301.0,6,,,67,
Fogoso,,2024-01-28,,85.0,70.0,65.0,209.0,6,,,85,
Fogoso,,2024-01-28,,46.0,70.0,65.0,174.0,6,,,46,
Fundador da Ferraria,,2016-09-30,,73.0,35.0,30.0,240.0,8,"7 | 2, 1º andar | quadrante 2",,61,
Fundador da Ferraria,,2016-10-02,,66.0,40.0,30.0,226.0,8,"7 | 2, 1º andar | quadrante 3",,54,
Fundador da Ferraria,,2016-10-04,,27.0,35.0,30.0,156.0,8,"4 | 1, 1º andar | hexagono",,27,
Fundador da Ferraria,,2016-10-06,,56.0,25.0,15.0,224.0,8,"4 | 1, 1º andar | quadrante 2",,56,
Fundador da Ferraria,,2016-10-08,,46.0,35.0,30.0,304.0,8,"2 | 3, 1º andar | quadrante 3",,46,
Galã,,2017-12-13,,21.0,25.0,20.0,130.0,8,"6 | 5, 2º andar | quadrante 2",,15,
Galã,,2017-12-14,,17.0,30.0,25.0,184.0,8,"6 | 4, 1º andar | 2 gobelet",,17,
Galã,,2017-12-15,,13.0,35.0,30.0,106.0,8,"6 | 4, 1º andar | gobelet",,13,
Galã,,2017-12-16,,32.0,35.0,25.0,116.0,8,"6 | 4, 1º andar | hexagono",,32,
Galã,,2017-12-17,,11.0,,,,8,"6 | 4, 1º andar | gobelet",,11,
Galã,,2017-12-18,,21.0,,,,8,"6 | 4, 1º andar | 2 gobelets",,21,
Galã,,2017-12-19,,32.0,,,,8,"6 | 4, 1º andar | hexagono",,32,
Galã,,2017-12-20,,20.0,30.0,25.0,302.0,8,"6 | 4, 2º andar | 2 gobelets",,18,
Galã,,2017-12-21,,15.0,,,,8,"6 | 4, 1º andar | gobelet",,15,
Galã,,2017-12-22,,18.0,,,,8,"6 | 4, 1º andar | 3 gobelets",,18,
Galã,,2017-12-23,,13.0,35.0,20.0,,8,"6 | 4, 1º andar | gobelet",,13,
Galã,,2017-12-24,,18.0,25.0,15.0,,8,"6 | 4, 2º andar | 2 gobelets",,18,
Galã,,2017-12-26,,40.0,25.0,15.0,,8,"6 | 4, 2º andar | quadrante 1",,36,
Galã,,2017-12-27,,62.0,10.0,10.0,202.0,8,"6 | 4, 2º andar | quadrante 4",,59,
Galã,,2017-12-28,,28.0,35.0,25.0,256.0,8,"6 | 4, 2º andar | hexagono",,28,
Galã,,2017-12-29,,35.0,35.0,25.0,180.0,8,"6 | 4, 2º andar | quadrante 2",,30,
Galã,,2017-12-30,,35.0,30.0,20.0,,8,"6 | 5, 2º andar | hexagono",,27,
Galã,,2018-01-02,,17.0,35.0,25.0,172.0,8,"6 | 4, 2º andar | 2 gobelet",,15,
Galã,,2018-01-04,,15.0,40.0,30.0,220.0,8,"6 | 5, 2º andar | 2 gobelets",,12,
Galã,,2018-01-06,,16.0,40.0,30.0,324.0,8,"6 | 5, 2º andar | 2 gobelets",,11,
Galã,,2018-01-08,,34.0,35.0,30.0,556.0,8,"6 | 5, 2º andar | hexagono",,27,
Galã,,2018-01-09,,32.0,40.0,30.0,326.0,8,"6 | 5, 2º andar | quadrante 3",,27,
Galã,,2018-01-11,,29.0,35.0,30.0,368.0,8,"6 | 5, 2º andar | quadrante 1",,21,
Galã,,2018-01-13,,18.0,50.0,30.0,296.0,8,"6 | 5, 2º andar | gobelet",,10,
Galã,,2018-01-15,,6.0,,,,8,"6 | 5, 2º andar | quadrante 4",,4,
Galã,,2018-01-17,,20.0,45.0,30.0,236.0,8,"6 | 3, 2º andar | 2 gobelets",,20,
Galã,,2018-01-20,,21.0,35.0,20.0,208.0,8,"6 | 3, 2º andar | 2 gobelets",,21,
Galã,,2018-01-22,,13.0,,,,8,"6 | 3, 2º andar | gobelet",,13,
Galã,,2018-01-24,,23.0,,,,8,"6 | 3, 2º andar | 2 gobelets",,23,
Gallo II,,,14.09.2018,47.0,35.0,30.0,220.0,8,"1 | 9, 1º andar | quadrante 4",,44,
Gallo II,,,16.09.2018,55.0,45.0,40.0,158.0,8,"1 | 9, 1º andar | quadrante 3",,51,
Gallo II,,,18.09.2018,34.0,45.0,40.0,140.0,8,"1 | 9, 1º andar | quadrante 1",,30,
Gallo II,,,20.09.2018,45.0,55.0,50.0,198.0,8,"1 | 9, 1º andar | quadrante 2",,41,
Gallo II,,,22.09.2018,40.0,60.0,50.0,218.0,8,"1 | 9, 1º andar | hexagono",,39,
Giraldo,,2017-01-20,,38.0,30.0,25.0,272.0,8,,,11,
Giraldo,,2017-01-21,,37.0,30.0,25.0,320.0,8,,,1,
Giraldo,,2017-01-22,,45.0,35.0,30.0,264.0,8,"2 | 8, 2º andar | hexagono",,1,
Goez,,2019-04-25,,59.0,60.0,50.0,,4,"1 | 2, 2º andar | quadrante 3",,47,
Goez,,2019-04-29,,52.0,50.0,50.0,,4,"7 | 2, 2º andar | quadrante 2",,20,
Gran Soberano,,2017-10-04,,55.0,20.0,15.0,158.0,8,"5 | 2, 1º andar | quadrante 1",,50,
Gran Soberano,,2017-10-13,,33.0,35.0,20.0,60.0,8,"5 | 6, 1º andar | hexagono",,4,
Hércules D'Atela,,2017-01-27,,52.0,25.0,20.0,294.0,15,"4 | 4, 2º andar | quadrante 2",,4,
Hércules D'Atela,,2017-01-28,,56.0,20.0,20.0,314.0,15,"4 | 4, 2º andar | quadrante 3",,43,
Hércules D'Atela,,2017-01-29,,46.0,30.0,30.0,312.0,15,"4 | 7, 1º andar | quadrante 4",,36,
Hércules D'Atela,,2017-01-30,,23.0,40.0,35.0,178.0,15,"4 | 4, 2º andar | quadrante 2",,3,
Hércules D'Atela,,2017-01-31,,59.0,25.0,20.0,256.0,15,"4 | 7, 1º andar | quadrante 3",,39,
Hércules D'Atela,,2017-02-01,,50.0,35.0,30.0,256.0,15,"4 | 7, 1º andar | quadrante 2",,44,
Hércules D'Atela,,2017-02-02,,52.0,25.0,20.0,286.0,15,"4 | 7, 1º andar | quadrante 1",,52,
Hércules D'Atela,,2017-02-03,,90.0,25.0,20.0,196.0,15,"4 | 8, 1º andar | quadrante 4",,90,
Hércules D'Atela,,2017-02-04,,96.0,35.0,30.0,190.0,15,"4 | 8, 1º andar | quadrante 3",,81,
Hércules D'Atela,,2017-02-05,,62.0,25.0,20.0,268.0,15,"4 | 8, 1º andar | quadrante 1",,52,
Hércules D'Atela,,2017-02-06,,56.0,35.0,30.0,330.0,15,"4 | 8, 1º andar | quadrante 2",,56,
Hércules D'Atela,,2017-02-08,,77.0,30.0,20.0,194.0,15,"4 | 8, 1º andar | quadrante 3",,38,
Hércules D'Atela,,2017-02-10,,79.0,25.0,20.0,264.0,15,"4 | 8, 1º andar | quadrante 1",,34,
Hércules D'Atela,,2017-02-13,,70.0,50.0,40.0,222.0,15,"4 | 8, 1º andar | quadrante 2",,26,
Hércules D'Atela,,2017-02-14,,53.0,40.0,30.0,218.0,15,"4 | 8, 1º andar | quadrante 4",,18,
Hércules D'Atela,,2017-02-17,,37.0,40.0,35.0,160.0,15,"4 | 7, 1º andar | gobelets, hexagono",,27,
Hércules D'Atela,,,n cert.,23.0,35.0,30.0,,15,"1 | 2, 1º andar | quadrante 3",,19,
Hércules D'Atela,,,n cert.,52.0,30.0,25.0,206.0,15,"1 | 2, 1º andar | quadrante 3",,48,
Hércules D'Atela,,2017-03-23,,51.0,20.0,15.0,324.0,15,"4 | 10, 2º andar | quadrante 1",,34,
Hércules D'Atela,,2017-03-27,,54.0,40.0,30.0,360.0,15,"4 | 10, 2º andar | quadrante 2",,10,
Hércules D'Atela,,2017-03-30,,83.0,30.0,20.0,314.0,15,"4 | 10, 2º andar | quadrante 3",,58,
Harmonioso,,,Várias,227.0,,,,,"1 | 4, 1º andar | quadrantes 1, 3",,140,
Hifi,,2021-06-15,,31.0,60.0,50.0,225.0,4,"7 | 7, 1º andar | quadrante 1",,16,
Hifi,,2021-07-17,,50.0,,,,4,"7 | 7, 1º andar | quadrante 2",,50,
Hifi,,2021-07-18,,33.0,60.0,50.0,165.0,4,"4 | 5, 2º andar | quadrante 1",,19,
Hifi,,2021-07-19,,49.0,45.0,30.0,217.0,4,"4 | 5, 2º andar | quadrante 3",,35,
Hifi,,2021-07-20,,50.0,60.0,50.0,202.0,4,"3 | 7, 2º andar | quadrante 1",,50,
Hifi,,2021-07-21,,47.0,45.0,35.0,210.0,4,"7 | 9, 2º andar | quadrante 1",,3,
Hifi,,2021-07-22,,56.0,60.0,50.0,172.0,4,"7 | 10, 2º andar | quadrante 2",,19,
Hifi,,2021-07-23,,62.0,,,,4,"6 | 9, 1º andar | quadrante 2",,53,
Hifi,,2021-07-24,,56.0,,,,4,"6 | 3, 2º andar | quadrante 3",,41,
Hifi,,2021-07-25,,67.0,,,,4,"7 | 2, 2º andar | quadrante 3",,43,
Hifi,,2021-07-26,,81.0,,,,4,"7 | 7, 1º andar | quadrante 3",,81,
Hino au Baloubet,,2018-02-26,,75.0,45.0,30.0,142.0,8,1 | 8 2º andar | quadrante 4,,69,
Hino au Baloubet,,2018-02-28,,65.0,60.0,50.0,200.0,8,1 | 8 2º andar | quadrante 1,,58,
Hino au Baloubet,,2018-03-02,,45.0,65.0,50.0,184.0,8,1 | 8 2º andar | quadrante 3,,41,
Hino au Baloubet,,2018-03-04,,65.0,50.0,35.0,,8,1 | 8 2º andar | quadrante 2,,58,
Hino au Baloubet,,2018-03-06,,68.0,65.0,45.0,162.0,8,"1 | 8, 1º andar | quadrante 2",,68,
Hino au Baloubet,,2018-03-09,,19.0,40.0,40.0,576.0,8,"1 | 8, 1º andar | quadrante 3",,19,
Hipparion,,2019-01-10,,32.0,45.0,35.0,120.0,14,"3 | 10, 2º andar | quadrante 3",,18,
Hipparion,,2019-01-15,,23.0,35.0,30.0,244.0,14,"5 | 8, 1º andar | quadrante 1",,13,
Hipparion,,2019-01-16,,21.0,35.0,30.0,180.0,14,"2 | 5, 1º andar | quadrante 4",,5,
Hipparion,,2019-01-20,,20.0,35.0,30.0,272.0,14,"6 | 6, 2º andar | quadrante 2",,9,
Hipparion,,2019-01-26,,23.0,40.0,35.0,130.0,14,"7 | 2, 2º andar | quadrante 4",,12,
Hipparion,,2019-01-27,,15.0,40.0,35.0,131.0,14,,,10,
Hipparion,,2019-01-31,,31.0,35.0,30.0,,14,"5 | 5, 2º andar | quadrante 3",,31,
Homero d'Atela,,2017-11-15,,52.0,25.0,20.0,180.0,8,"1 | 7, 1º andar | quadrante 1",,32,
Homero d'Atela,,2017-11-16,,45.0,,,,8,"1 | 7, 1º andar | hexagoo",,25,
Homero d'Atela,,2017-11-17,,45.0,,,,8,"1 | 7, 1º andar | hexagono?",,45,
Homero d'Atela,,2017-11-18,,30.0,20.0,15.0,194.0,8,"1 | 7, 1º andar | hexagono",,23,
Homero d'Atela,,2017-11-19,,37.0,55.0,50.0,304.0,8,"1 | 7, 1º andar | quadrante 4",,8,
Homero d'Atela,,2017-11-20,,47.0,45.0,40.0,338.0,8,"1 | 7, 1º andar | quadrante 2",,36,
Homero d'Atela,,2017-11-21,,40.0,60.0,50.0,400.0,8,"1 | 7, 1º andar | quadrante 3",,26,
Honesto,,2024-07-01,,41.0,,,,,,,41,
Honesto,,2024-07-02,,50.0,,,,,,,50,
Honesto,,2024-07-03,,31.0,,,,,,,31,
Honesto,,2024-07-04,,24.0,,,,,,,24,
Honesto,,2024-07-05,,28.0,,,,,,,28,
Honesto,,2024-07-06,,41.0,,,,,,,41,
Hostil,,2015-06-08,,67.0,,,,4,2 | 8 1º andar | quadrante 1,,58,
Husseim,,2019-12-31,,38.0,,,,8,,,38,
Husseim,,2010-01-01,,18.0,25.0,20.0,224.0,8,"6 | 9, 1º andar | quadrante 2",,18,
Husseim,,2020-01-02,,34.0,,,,8,"5 | 9, 2º andar | quadrante 1",,34,
Husseim,,2020-01-03,,32.0,,,,8,"2 | 6, 2º andar | hexagono",,32,
